amostra,valor_velocidade_vento,conjunto_velocidade_vento,pertinencia_velocidade_vento,valor_umidade_relativa,conjunto_umidade_relativa,pertinencia_umidade_relativa,valor_vibracao_torre,conjunto_vibracao_torre,pertinencia_vibracao_torre
0,5.2,altissimo,0.0,18.0,baixa,0.0,0.8,media,0.0
0,5.2,altissimo,0.0,18.0,baixa,0.0,0.8,media_alta,0.0
0,5.2,altissimo,0.0,18.0,baixa,0.0,0.8,alta,0.0
0,5.2,altissimo,0.0,18.0,baixa,0.0,0.8,altissimo,0.0
0,5.2,altissimo,0.0,18.0,moderada,0.0,0.8,baixa,1.0
0,5.2,altissimo,0.0,18.0,moderada,0.0,0.8,media,0.0
0,5.2,altissimo,0.0,18.0,moderada,0.0,0.8,media_alta,0.0
0,5.2,altissimo,0.0,18.0,moderada,0.0,0.8,alta,0.0
0,5.2,altissimo,0.0,18.0,moderada,0.0,0.8,altissimo,0.0
0,5.2,altissimo,0.0,18.0,alta,0.0,0.8,baixa,1.0
0,5.2,altissimo,0.0,18.0,alta,0.0,0.8,media,0.0
0,5.2,altissimo,0.0,18.0,alta,0.0,0.8,media_alta,0.0
0,5.2,altissimo,0.0,18.0,alta,0.0,0.8,alta,0.0
0,5.2,altissimo,0.0,18.0,alta,0.0,0.8,altissimo,0.0
0,5.2,altissimo,0.0,18.0,altissima,0.0,0.8,baixa,1.0
0,5.2,altissimo,0.0,18.0,altissima,0.0,0.8,media,0.0
0,5.2,altissimo,0.0,18.0,altissima,0.0,0.8,media_alta,0.0
0,5.2,altissimo,0.0,18.0,altissima,0.0,0.8,alta,0.0
0,5.2,altissimo,0.0,18.0,altissima,0.0,0.8,altissimo,0.0
1,7.5,baixa,0.16666666666666666,35.0,muito_baixa,0.0,1.9,baixa,0.10000000000000009
1,7.5,baixa,0.16666666666666666,35.0,muito_baixa,0.0,1.9,media,0.31999999999999995
1,7.5,baixa,0.16666666666666666,35.0,muito_baixa,0.0,1.9,media_alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,muito_baixa,0.0,1.9,alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,muito_baixa,0.0,1.9,altissimo,0.0
1,7.5,baixa,0.16666666666666666,35.0,baixa,1.0,1.9,baixa,0.10000000000000009
1,7.5,baixa,0.16666666666666666,35.0,baixa,1.0,1.9,media,0.31999999999999995
1,7.5,baixa,0.16666666666666666,35.0,baixa,1.0,1.9,media_alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,baixa,1.0,1.9,alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,baixa,1.0,1.9,altissimo,0.0
1,7.5,baixa,0.16666666666666666,35.0,moderada,0.0,1.9,baixa,0.10000000000000009
1,7.5,baixa,0.16666666666666666,35.0,moderada,0.0,1.9,media,0.31999999999999995
1,7.5,baixa,0.16666666666666666,35.0,moderada,0.0,1.9,media_alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,moderada,0.0,1.9,alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,moderada,0.0,1.9,altissimo,0.0
1,7.5,baixa,0.16666666666666666,35.0,alta,0.0,1.9,baixa,0.10000000000000009
1,7.5,baixa,0.16666666666666666,35.0,alta,0.0,1.9,media,0.31999999999999995
1,7.5,baixa,0.16666666666666666,35.0,alta,0.0,1.9,media_alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,alta,0.0,1.9,alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,alta,0.0,1.9,altissimo,0.0
1,7.5,baixa,0.16666666666666666,35.0,altissima,0.0,1.9,baixa,0.10000000000000009
1,7.5,baixa,0.16666666666666666,35.0,altissima,0.0,1.9,media,0.31999999999999995
1,7.5,baixa,0.16666666666666666,35.0,altissima,0.0,1.9,media_alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,altissima,0.0,1.9,alta,0.0
1,7.5,baixa,0.16666666666666666,35.0,altissima,0.0,1.9,altissimo,0.0
1,7.5,media,0.375,35.0,muito_baixa,0.0,1.9,baixa,0.10000000000000009
1,7.5,media,0.375,35.0,muito_baixa,0.0,1.9,media,0.31999999999999995
1,7.5,media,0.375,35.0,muito_baixa,0.0,1.9,media_alta,0.0
1,7.5,media,0.375,35.0,muito_baixa,0.0,1.9,alta,0.0
1,7.5,media,0.375,35.0,muito_baixa,0.0,1.9,altissimo,0.0
1,7.5,media,0.375,35.0,baixa,1.0,1.9,baixa,0.10000000000000009
1,7.5,media,0.375,35.0,baixa,1.0,1.9,media,0.31999999999999995
1,7.5,media,0.375,35.0,baixa,1.0,1.9,media_alta,0.0
1,7.5,media,0.375,35.0,baixa,1.0,1.9,alta,0.0
1,7.5,media,0.375,35.0,baixa,1.0,1.9,altissimo,0.0
1,7.5,media,0.375,35.0,moderada,0.0,1.9,baixa,0.10000000000000009
1,7.5,media,0.375,35.0,moderada,0.0,1.9,media,0.31999999999999995
1,7.5,media,0.375,35.0,moderada,0.0,1.9,media_alta,0.0
1,7.5,media,0.375,35.0,moderada,0.0,1.9,alta,0.0
1,7.5,media,0.375,35.0,moderada,0.0,1.9,altissimo,0.0
1,7.5,media,0.375,35.0,alta,0.0,1.9,baixa,0.10000000000000009
1,7.5,media,0.375,35.0,alta,0.0,1.9,media,0.31999999999999995
1,7.5,media,0.375,35.0,alta,0.0,1.9,media_alta,0.0
1,7.5,media,0.375,35.0,alta,0.0,1.9,alta,0.0
1,7.5,media,0.375,35.0,alta,0.0,1.9,altissimo,0.0
1,7.5,media,0.375,35.0,altissima,0.0,1.9,baixa,0.10000000000000009
1,7.5,media,0.375,35.0,altissima,0.0,1.9,media,0.31999999999999995
1,7.5,media,0.375,35.0,altissima,0.0,1.9,media_alta,0.0
1,7.5,media,0.375,35.0,altissima,0.0,1.9,alta,0.0
1,7.5,media,0.375,35.0,altissima,0.0,1.9,altissimo,0.0
1,7.5,media_alta,0.0,35.0,muito_baixa,0.0,1.9,baixa,0.10000000000000009
1,7.5,media_alta,0.0,35.0,muito_baixa,0.0,1.9,media,0.31999999999999995
1,7.5,media_alta,0.0,35.0,muito_baixa,0.0,1.9,media_alta,0.0
1,7.5,media_alta,0.0,35.0,muito_baixa,0.0,1.9,alta,0.0
1,7.5,media_alta,0.0,35.0,muito_baixa,0.0,1.9,altissimo,0.0
1,7.5,media_alta,0.0,35.0,baixa,1.0,1.9,baixa,0.10000000000000009
1,7.5,media_alta,0.0,35.0,baixa,1.0,1.9,media,0.31999999999999995
1,7.5,media_alta,0.0,35.0,baixa,1.0,1.9,media_alta,0.0
1,7.5,media_alta,0.0,35.0,baixa,1.0,1.9,alta,0.0
1,7.5,media_alta,0.0,35.0,baixa,1.0,1.9,altissimo,0.0
1,7.5,media_alta,0.0,35.0,moderada,0.0,1.9,baixa,0.10000000000000009
1,7.5,media_alta,0.0,35.0,moderada,0.0,1.9,media,0.31999999999999995
1,7.5,media_alta,0.0,35.0,moderada,0.0,1.9,media_alta,0.0
1,7.5,media_alta,0.0,35.0,moderada,0.0,1.9,alta,0.0
1,7.5,media_alta,0.0,35.0,moderada,0.0,1.9,altissimo,0.0
1,7.5,media_alta,0.0,35.0,alta,0.0,1.9,baixa,0.10000000000000009
1,7.5,media_alta,0.0,35.0,alta,0.0,1.9,media,0.31999999999999995
1,7.5,media_alta,0.0,35.0,alta,0.0,1.9,media_alta,0.0
1,7.5,media_alta,0.0,35.0,alta,0.0,1.9,alta,0.0
1,7.5,media_alta,0.0,35.0,alta,0.0,1.9,altissimo,0.0
1,7.5,media_alta,0.0,35.0,altissima,0.0,1.9,baixa,0.10000000000000009
1,7.5,media_alta,0.0,35.0,altissima,0.0,1.9,media,0.31999999999999995
1,7.5,media_alta,0.0,35.0,altissima,0.0,1.9,media_alta,0.0
1,7.5,media_alta,0.0,35.0,altissima,0.0,1.9,alta,0.0
1,7.5,media_alta,0.0,35.0,altissima,0.0,1.9,altissimo,0.0
1,7.5,alta,0.0,35.0,muito_baixa,0.0,1.9,baixa,0.10000000000000009
1,7.5,alta,0.0,35.0,muito_baixa,0.0,1.9,media,0.31999999999999995
1,7.5,alta,0.0,35.0,muito_baixa,0.0,1.9,media_alta,0.0
1,7.5,alta,0.0,35.0,muito_baixa,0.0,1.9,alta,0.0
1,7.5,alta,0.0,35.0,muito_baixa,0.0,1.9,altissimo,0.0
1,7.5,alta,0.0,35.0,baixa,1.0,1.9,baixa,0.10000000000000009
1,7.5,alta,0.0,35.0,baixa,1.0,1.9,media,0.31999999999999995
1,7.5,alta,0.0,35.0,baixa,1.0,1.9,media_alta,0.0
1,7.5,alta,0.0,35.0,baixa,1.0,1.9,alta,0.0
1,7.5,alta,0.0,35.0,baixa,1.0,1.9,altissimo,0.0
1,7.5,alta,0.0,35.0,moderada,0.0,1.9,baixa,0.10000000000000009
1,7.5,alta,0.0,35.0,moderada,0.0,1.9,media,0.31999999999999995
1,7.5,alta,0.0,35.0,moderada,0.0,1.9,media_alta,0.0
1,7.5,alta,0.0,35.0,moderada,0.0,1.9,alta,0.0
1,7.5,alta,0.0,35.0,moderada,0.0,1.9,altissimo,0.0
1,7.5,alta,0.0,35.0,alta,0.0,1.9,baixa,0.10000000000000009
1,7.5,alta,0.0,35.0,alta,0.0,1.9,media,0.31999999999999995
1,7.5,alta,0.0,35.0,alta,0.0,1.9,media_alta,0.0
1,7.5,alta,0.0,35.0,alta,0.0,1.9,alta,0.0
1,7.5,alta,0.0,35.0,alta,0.0,1.9,altissimo,0.0
1,7.5,alta,0.0,35.0,altissima,0.0,1.9,baixa,0.10000000000000009
1,7.5,alta,0.0,35.0,altissima,0.0,1.9,media,0.31999999999999995
1,7.5,alta,0.0,35.0,altissima,0.0,1.9,media_alta,0.0
1,7.5,alta,0.0,35.0,altissima,0.0,1.9,alta,0.0
1,7.5,alta,0.0,35.0,altissima,0.0,1.9,altissimo,0.0
1,7.5,altissimo,0.0,35.0,muito_baixa,0.0,1.9,baixa,0.10000000000000009
1,7.5,altissimo,0.0,35.0,muito_baixa,0.0,1.9,media,0.31999999999999995
1,7.5,altissimo,0.0,35.0,muito_baixa,0.0,1.9,media_alta,0.0
1,7.5,altissimo,0.0,35.0,muito_baixa,0.0,1.9,alta,0.0
1,7.5,altissimo,0.0,35.0,muito_baixa,0.0,1.9,altissimo,0.0
1,7.5,altissimo,0.0,35.0,baixa,1.0,1.9,baixa,0.10000000000000009
1,7.5,altissimo,0.0,35.0,baixa,1.0,1.9,media,0.31999999999999995
1,7.5,altissimo,0.0,35.0,baixa,1.0,1.9,media_alta,0.0
1,7.5,altissimo,0.0,35.0,baixa,1.0,1.9,alta,0.0
1,7.5,altissimo,0.0,35.0,baixa,1.0,1.9,altissimo,0.0
1,7.5,altissimo,0.0,35.0,moderada,0.0,1.9,baixa,0.10000000000000009
1,7.5,altissimo,0.0,35.0,moderada,0.0,1.9,media,0.31999999999999995
1,7.5,altissimo,0.0,35.0,moderada,0.0,1.9,media_alta,0.0
1,7.5,altissimo,0.0,35.0,moderada,0.0,1.9,alta,0.0
1,7.5,altissimo,0.0,35.0,moderada,0.0,1.9,altissimo,0.0
1,7.5,altissimo,0.0,35.0,alta,0.0,1.9,baixa,0.10000000000000009
1,7.5,altissimo,0.0,35.0,alta,0.0,1.9,media,0.31999999999999995
1,7.5,altissimo,0.0,35.0,alta,0.0,1.9,media_alta,0.0
1,7.5,altissimo,0.0,35.0,alta,0.0,1.9,alta,0.0
1,7.5,altissimo,0.0,35.0,alta,0.0,1.9,altissimo,0.0
1,7.5,altissimo,0.0,35.0,altissima,0.0,1.9,baixa,0.10000000000000009
1,7.5,altissimo,0.0,35.0,altissima,0.0,1.9,media,0.31999999999999995
1,7.5,altissimo,0.0,35.0,altissima,0.0,1.9,media_alta,0.0
1,7.5,altissimo,0.0,35.0,altissima,0.0,1.9,alta,0.0
1,7.5,altissimo,0.0,35.0,altissima,0.0,1.9,altissimo,0.0
2,10.8,baixa,0.0,42.0,muito_baixa,0.0,3.2,baixa,0.0
2,10.8,baixa,0.0,42.0,muito_baixa,0.0,3.2,media,0.6399999999999999
2,10.8,baixa,0.0,42.0,muito_baixa,0.0,3.2,media_alta,0.0
2,10.8,baixa,0.0,42.0,muito_baixa,0.0,3.2,alta,0.0
2,10.8,baixa,0.0,42.0,muito_baixa,0.0,3.2,altissimo,0.0
2,10.8,baixa,0.0,42.0,baixa,0.5333333333333333,3.2,baixa,0.0
2,10.8,baixa,0.0,42.0,baixa,0.5333333333333333,3.2,media,0.6399999999999999
2,10.8,baixa,0.0,42.0,baixa,0.5333333333333333,3.2,media_alta,0.0
2,10.8,baixa,0.0,42.0,baixa,0.5333333333333333,3.2,alta,0.0
2,10.8,baixa,0.0,42.0,baixa,0.5333333333333333,3.2,altissimo,0.0
2,10.8,baixa,0.0,42.0,moderada,0.13333333333333333,3.2,baixa,0.0
2,10.8,baixa,0.0,42.0,moderada,0.13333333333333333,3.2,media,0.6399999999999999
2,10.8,baixa,0.0,42.0,moderada,0.13333333333333333,3.2,media_alta,0.0
2,10.8,baixa,0.0,42.0,moderada,0.13333333333333333,3.2,alta,0.0
2,10.8,baixa,0.0,42.0,moderada,0.13333333333333333,3.2,altissimo,0.0
2,10.8,baixa,0.0,42.0,alta,0.0,3.2,baixa,0.0
2,10.8,baixa,0.0,42.0,alta,0.0,3.2,media,0.6399999999999999
2,10.8,baixa,0.0,42.0,alta,0.0,3.2,media_alta,0.0
2,10.8,baixa,0.0,42.0,alta,0.0,3.2,alta,0.0
2,10.8,baixa,0.0,42.0,alta,0.0,3.2,altissimo,0.0
2,10.8,baixa,0.0,42.0,altissima,0.0,3.2,baixa,0.0
2,10.8,baixa,0.0,42.0,altissima,0.0,3.2,media,0.6399999999999999
2,10.8,baixa,0.0,42.0,altissima,0.0,3.2,media_alta,0.0
2,10.8,baixa,0.0,42.0,altissima,0.0,3.2,alta,0.0
2,10.8,baixa,0.0,42.0,altissima,0.0,3.2,altissimo,0.0
2,10.8,media,0.7999999999999998,42.0,muito_baixa,0.0,3.2,baixa,0.0
2,10.8,media,0.7999999999999998,42.0,muito_baixa,0.0,3.2,media,0.6399999999999999
2,10.8,media,0.7999999999999998,42.0,muito_baixa,0.0,3.2,media_alta,0.0
2,10.8,media,0.7999999999999998,42.0,muito_baixa,0.0,3.2,alta,0.0
2,10.8,media,0.7999999999999998,42.0,muito_baixa,0.0,3.2,altissimo,0.0
2,10.8,media,0.7999999999999998,42.0,baixa,0.5333333333333333,3.2,baixa,0.0
2,10.8,media,0.7999999999999998,42.0,baixa,0.5333333333333333,3.2,media,0.6399999999999999
2,10.8,media,0.7999999999999998,42.0,baixa,0.5333333333333333,3.2,media_alta,0.0
2,10.8,media,0.7999999999999998,42.0,baixa,0.5333333333333333,3.2,alta,0.0
2,10.8,media,0.7999999999999998,42.0,baixa,0.5333333333333333,3.2,altissimo,0.0
2,10.8,media,0.7999999999999998,42.0,moderada,0.13333333333333333,3.2,baixa,0.0
2,10.8,media,0.7999999999999998,42.0,moderada,0.13333333333333333,3.2,media,0.6399999999999999
2,10.8,media,0.7999999999999998,42.0,moderada,0.13333333333333333,3.2,media_alta,0.0
2,10.8,media,0.7999999999999998,42.0,moderada,0.13333333333333333,3.2,alta,0.0
2,10.8,media,0.7999999999999998,42.0,moderada,0.13333333333333333,3.2,altissimo,0.0
2,10.8,media,0.7999999999999998,42.0,alta,0.0,3.2,baixa,0.0
2,10.8,media,0.7999999999999998,42.0,alta,0.0,3.2,media,0.6399999999999999
2,10.8,media,0.7999999999999998,42.0,alta,0.0,3.2,media_alta,0.0
2,10.8,media,0.7999999999999998,42.0,alta,0.0,3.2,alta,0.0
2,10.8,media,0.7999999999999998,42.0,alta,0.0,3.2,altissimo,0.0
2,10.8,media,0.7999999999999998,42.0,altissima,0.0,3.2,baixa,0.0
2,10.8,media,0.7999999999999998,42.0,altissima,0.0,3.2,media,0.6399999999999999
2,10.8,media,0.7999999999999998,42.0,altissima,0.0,3.2,media_alta,0.0
2,10.8,media,0.7999999999999998,42.0,altissima,0.0,3.2,alta,0.0
2,10.8,media,0.7999999999999998,42.0,altissima,0.0,3.2,altissimo,0.0
2,10.8,media_alta,0.0,42.0,muito_baixa,0.0,3.2,baixa,0.0
2,10.8,media_alta,0.0,42.0,muito_baixa,0.0,3.2,media,0.6399999999999999
2,10.8,media_alta,0.0,42.0,muito_baixa,0.0,3.2,media_alta,0.0
2,10.8,media_alta,0.0,42.0,muito_baixa,0.0,3.2,alta,0.0
2,10.8,media_alta,0.0,42.0,muito_baixa,0.0,3.2,altissimo,0.0
2,10.8,media_alta,0.0,42.0,baixa,0.5333333333333333,3.2,baixa,0.0
2,10.8,media_alta,0.0,42.0,baixa,0.5333333333333333,3.2,media,0.6399999999999999
2,10.8,media_alta,0.0,42.0,baixa,0.5333333333333333,3.2,media_alta,0.0
2,10.8,media_alta,0.0,42.0,baixa,0.5333333333333333,3.2,alta,0.0
2,10.8,media_alta,0.0,42.0,baixa,0.5333333333333333,3.2,altissimo,0.0
2,10.8,media_alta,0.0,42.0,moderada,0.13333333333333333,3.2,baixa,0.0
2,10.8,media_alta,0.0,42.0,moderada,0.13333333333333333,3.2,media,0.6399999999999999
2,10.8,media_alta,0.0,42.0,moderada,0.13333333333333333,3.2,media_alta,0.0
2,10.8,media_alta,0.0,42.0,moderada,0.13333333333333333,3.2,alta,0.0
2,10.8,media_alta,0.0,42.0,moderada,0.13333333333333333,3.2,altissimo,0.0
2,10.8,media_alta,0.0,42.0,alta,0.0,3.2,baixa,0.0
2,10.8,media_alta,0.0,42.0,alta,0.0,3.2,media,0.6399999999999999
2,10.8,media_alta,0.0,42.0,alta,0.0,3.2,media_alta,0.0
2,10.8,media_alta,0.0,42.0,alta,0.0,3.2,alta,0.0
2,10.8,media_alta,0.0,42.0,alta,0.0,3.2,altissimo,0.0
2,10.8,media_alta,0.0,42.0,altissima,0.0,3.2,baixa,0.0
2,10.8,media_alta,0.0,42.0,altissima,0.0,3.2,media,0.6399999999999999
2,10.8,media_alta,0.0,42.0,altissima,0.0,3.2,media_alta,0.0
2,10.8,media_alta,0.0,42.0,altissima,0.0,3.2,alta,0.0
2,10.8,media_alta,0.0,42.0,altissima,0.0,3.2,altissimo,0.0
2,10.8,alta,0.0,42.0,muito_baixa,0.0,3.2,baixa,0.0
2,10.8,alta,0.0,42.0,muito_baixa,0.0,3.2,media,0.6399999999999999
2,10.8,alta,0.0,42.0,muito_baixa,0.0,3.2,media_alta,0.0
2,10.8,alta,0.0,42.0,muito_baixa,0.0,3.2,alta,0.0
2,10.8,alta,0.0,42.0,muito_baixa,0.0,3.2,altissimo,0.0
2,10.8,alta,0.0,42.0,baixa,0.5333333333333333,3.2,baixa,0.0
2,10.8,alta,0.0,42.0,baixa,0.5333333333333333,3.2,media,0.6399999999999999
2,10.8,alta,0.0,42.0,baixa,0.5333333333333333,3.2,media_alta,0.0
2,10.8,alta,0.0,42.0,baixa,0.5333333333333333,3.2,alta,0.0
2,10.8,alta,0.0,42.0,baixa,0.5333333333333333,3.2,altissimo,0.0
2,10.8,alta,0.0,42.0,moderada,0.13333333333333333,3.2,baixa,0.0
2,10.8,alta,0.0,42.0,moderada,0.13333333333333333,3.2,media,0.6399999999999999
2,10.8,alta,0.0,42.0,moderada,0.13333333333333333,3.2,media_alta,0.0
