amostra,valor_risco_fadiga,pertinencia_agregada
1,46,0.0
1,47,0.0
1,48,0.0
1,49,0.0
1,50,0.0
1,51,0.0
1,52,0.0
1,53,0.0
1,54,0.0
1,55,0.0
1,56,0.0
1,57,0.0
1,58,0.0
1,59,0.0
1,60,0.0
1,61,0.0
1,62,0.0
1,63,0.0
1,64,0.0
1,65,0.0
1,66,0.0
1,67,0.0
1,68,0.0
1,69,0.0
1,70,0.0
1,71,0.0
1,72,0.0
1,73,0.0
1,74,0.0
1,75,0.0
1,76,0.0
1,77,0.0
1,78,0.0
1,79,0.0
1,80,0.0
1,81,0.0
1,82,0.0
1,83,0.0
1,84,0.0
1,85,0.0
1,86,0.0
1,87,0.0
1,88,0.0
1,89,0.0
1,90,0.0
1,91,0.0
1,92,0.0
1,93,0.0
1,94,0.0
1,95,0.0
1,96,0.0
1,97,0.0
1,98,0.0
1,99,0.0
1,100,0.0
2,0,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.0
2,30,0.0
2,31,0.0
2,32,0.0
2,33,0.0
2,34,0.0
2,35,0.0
2,36,0.0
2,37,0.0
2,38,0.0
2,39,0.0
2,40,0.0
2,41,0.050473186119873815
2,42,0.07373271889400922
2,43,0.08711433756805807
2,44,0.09580838323353293
2,45,0.1019108280254777
2,46,0.10643015521064302
2,47,0.10991167811579979
2,48,0.11267605633802816
2,49,0.1149241819632881
2,50,0.11678832116788321
2,51,0.1183591123066577
2,52,0.11970074812967581
2,53,0.11970074812967581
2,54,0.1183591123066577
2,55,0.11678832116788321
2,56,0.1149241819632881
2,57,0.11267605633802816
2,58,0.10991167811579979
2,59,0.10643015521064302
2,60,0.1019108280254777
2,61,0.09580838323353293
2,62,0.08711433756805807
2,63,0.07373271889400922
2,64,0.050473186119873815
2,65,0.0
2,66,0.0
2,67,0.0
2,68,0.0
2,69,0.0
2,70,0.0
2,71,0.0
2,72,0.0
2,73,0.0
2,74,0.0
2,75,0.0
2,76,0.0
2,77,0.0
2,78,0.0
2,79,0.0
2,80,0.0
2,81,0.0
2,82,0.0
2,83,0.0
2,84,0.0
2,85,0.0
2,86,0.0
2,87,0.0
2,88,0.0
2,89,0.0
2,90,0.0
2,91,0.0
2,92,0.0
2,93,0.0
2,94,0.0
2,95,0.0
2,96,0.0
2,97,0.0
2,98,0.0
2,99,0.0
2,100,0.0
3,0,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0
3,32,0.0
3,33,0.0
3,34,0.0
3,35,0.0
3,36,0.0
3,37,0.0
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,0.0
3,46,0.0
3,47,0.0
3,48,0.0
3,49,0.0
3,50,0.0
3,51,0.0
3,52,0.0
3,53,0.0
3,54,0.0
3,55,0.0
3,56,0.0
3,57,0.0
3,58,0.0
3,59,0.0
3,60,0.0
3,61,0.06896551724137931
3,62,0.12121212121212122
3,63,0.16216216216216214
3,64,0.1951219512195122
3,65,0.22222222222222218
3,66,0.24489795918367344
3,67,0.2641509433962264
3,68,0.2807017543859649
3,69,0.2950819672131148
3,70,0.30769230769230765
3,71,0.3188405797101449
3,72,0.3287671232876712
3,73,0.3287671232876712
3,74,0.3188405797101449
3,75,0.30769230769230765
3,76,0.2950819672131148
3,77,0.2807017543859649
3,78,0.2641509433962264
3,79,0.24489795918367344
3,80,0.22222222222222218
3,81,0.1951219512195122
3,82,0.16216216216216214
3,83,0.12121212121212122
3,84,0.06896551724137931
3,85,0.0
3,86,0.0
3,87,0.0
3,88,0.0
3,89,0.0
3,90,0.0
3,91,0.0
3,92,0.0
3,93,0.0
3,94,0.0
3,95,0.0
3,96,0.0
3,97,0.0
3,98,0.0
3,99,0.0
3,100,0.0
4,0,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.12123153709826727
4,62,0.19717155451194693
4,63,0.25063620378370033
4,64,0.29095428938124646
4,65,0.32275491886078
4,66,0.348642849401409
4,67,0.3702183033248152
4,68,0.38852982900225624
4,69,0.4042990646357287
4,70,0.4180421647601578
4,71,0.43013992380521676
4,72,0.4408805070917991
4,73,0.4408805070917991
4,74,0.43013992380521676
4,75,0.4180421647601578
4,76,0.4042990646357287
4,77,0.38852982900225624
4,78,0.3702183033248152
4,79,0.348642849401409
4,80,0.32275491886078
4,81,0.29095428938124646
4,82,0.25063620378370033
4,83,0.19717155451194693
4,84,0.12123153709826727
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
5,0,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,0.07491082045184301
5,82,0.11977186311787066
5,83,0.14964370546318279
5,84,0.17096336499321563
5,85,0.18694362017804134
5,86,0.19936708860759478
5,87,0.20930232558139508
5,88,0.21742881794650537
5,89,0.22419928825622748
5,90,0.2299270072992698
5,91,0.2299270072992698
5,92,0.2299270072992698
5,93,0.2299270072992698
5,94,0.2299270072992698
5,95,0.2299270072992698
5,96,0.2299270072992698
5,97,0.2299270072992698
5,98,0.2299270072992698
5,99,0.2299270072992698
5,100,0.2299270072992698
6,0,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,0.15003733516628895
6,82,0.24080420070357078
6,83,0.30215761208319364
6,84,0.3466540875870786
6,85,0.3805327033417564
6,86,0.40726129240930964
6,87,0.428929573075102
6,88,0.44687610483539875
6,89,0.462000260875462
6,90,0.47492998866904074
6,91,0.47492998866904074
6,92,0.47492998866904074
6,93,0.47492998866904074
6,94,0.47492998866904074
6,95,0.47492998866904074
6,96,0.47492998866904074
6,97,0.47492998866904074
6,98,0.47492998866904074
6,99,0.47492998866904074
6,100,0.47492998866904074
7,0,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,0.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.0
7,80,0.0
7,81,0.07299270072992703
7,82,0.11494252873563221
7,83,0.1421800947867299
7,84,0.16129032258064524
7,85,0.17543859649122814
7,86,0.18633540372670818
7,87,0.19498607242339844
7,88,0.20202020202020216
7,89,0.20785219399538116
7,90,0.21276595744680862
7,91,0.21276595744680862
7,92,0.21276595744680862
7,93,0.21276595744680862
7,94,0.21276595744680862
7,95,0.21276595744680862
7,96,0.21276595744680862
7,97,0.21276595744680862
7,98,0.21276595744680862
7,99,0.21276595744680862
7,100,0.21276595744680862
8,0,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,0.0
8,80,0.0
8,81,0.09407948094079482
8,82,0.1776416539050536
8,83,0.25235678027556196
8,84,0.3195592286501377
8,85,0.380327868852459
8,86,0.43554443053817277
8,87,0.4859365649311789
8,88,0.5321100917431193
8,89,0.5745734727572922
8,90,0.6137566137566137
8,91,0.6137566137566137
8,92,0.6137566137566137
8,93,0.6137566137566137
8,94,0.6137566137566137
8,95,0.6137566137566137
8,96,0.6137566137566137
8,97,0.6137566137566137
8,98,0.6137566137566137
8,99,0.6137566137566137
8,100,0.6137566137566137
9,0,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.07237400087383383
9,42,0.09812256464753812
9,43,0.11215161236486368
9,44,0.12105321350160324
9,45,0.12721913770649126
9,46,0.1317469529889728
9,47,0.1352145379094423
9,48,0.13795595135216954
9,49,0.14017801230475194
9,50,0.14201570680628278
9,51,0.14356092102484963
9,52,0.14487838855156798
9,53,0.14487838855156798
9,54,0.14356092102484963
9,55,0.14201570680628278
9,56,0.14017801230475194
9,57,0.13795595135216954
9,58,0.1352145379094423
9,59,0.1317469529889728
9,60,0.12721913770649126
9,61,0.15169492658046835
9,62,0.15370278039542695
9,63,0.1462463847088905
9,64,0.12654070092930952
9,65,0.06521739130434787
9,66,0.06703910614525144
9,67,0.0684039087947883
9,68,0.06946454413892912
9,69,0.07031250000000004
9,70,0.07100591715976336
9,71,0.07158351409978313
9,72,0.0720720720720721
9,73,0.0720720720720721
9,74,0.07158351409978313
9,75,0.07100591715976336
9,76,0.07031250000000004
9,77,0.06946454413892912
9,78,0.0684039087947883
9,79,0.06703910614525144
9,80,0.06521739130434787
9,81,0.0626631853785901
9,82,0.05882352941176473
9,83,0.05240174672489085
9,84,0.03947368421052633
9,85,0.0
9,86,0.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,0.0
9,91,0.0
9,92,0.0
9,93,0.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,0.0
9,98,0.0
9,99,0.0
9,100,0.0
10,0,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,0.0
10,46,0.0
10,47,0.0
10,48,0.0
10,49,0.0
10,50,0.0
10,51,0.0
10,52,0.0
10,53,0.0
10,54,0.0
10,55,0.0
10,56,0.0
10,57,0.0
10,58,0.0
10,59,0.0
10,60,0.0
10,61,0.09930369019485837
10,62,0.14626259335486955
10,63,0.17452088462910675
10,64,0.1935982234547253
10,65,0.20740686186980076
10,66,0.21788854538807637
10,67,0.22612678124967264
10,68,0.23277723621140484
10,69,0.23826122382349327
10,70,0.24286236151588214
10,71,0.24677882247219282
10,72,0.2501533805063601
10,73,0.2501533805063601
10,74,0.24677882247219282
10,75,0.24286236151588214
10,76,0.23826122382349327
10,77,0.23277723621140484
10,78,0.22612678124967264
10,79,0.21788854538807637
10,80,0.20740686186980076
10,81,0.1935982234547253
10,82,0.17452088462910675
10,83,0.14626259335486955
10,84,0.09930369019485837
10,85,0.0
10,86,0.0
10,87,0.0
10,88,0.0
10,89,0.0
10,90,0.0
10,91,0.0
10,92,0.0
10,93,0.0
10,94,0.0
10,95,0.0
10,96,0.0
10,97,0.0
10,98,0.0
10,99,0.0
10,100,0.0
11,0,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.0
11,10,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,0.0
11,40,0.0
11,41,0.0
11,42,0.0
11,43,0.0
11,44,0.0
11,45,0.0
11,46,0.0
11,47,0.0
11,48,0.0
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,0.0
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,0.0
11,59,0.0
11,60,0.0
11,61,0.0
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,0.0
11,72,0.0
11,73,0.0
11,74,0.0
11,75,0.0
11,76,0.0
11,77,0.0
11,78,0.0
11,79,0.0
11,80,0.0
11,81,0.13704262118800117
11,82,0.16697956022614305
11,83,0.18029200147431781
11,84,0.18783307417076564
11,85,0.19269005929387392
11,86,0.19608026035721338
11,87,0.19858123056910687
11,88,0.20050238291033606
11,89,0.20202446126094523
11,90,0.20326014060898398
11,91,0.20326014060898398
11,92,0.20326014060898398
11,93,0.20326014060898398
11,94,0.20326014060898398
11,95,0.20326014060898398
11,96,0.20326014060898398
11,97,0.20326014060898398
11,98,0.20326014060898398
11,99,0.20326014060898398
11,100,0.20326014060898398
